image, method, ite, acc, alpha, beta
000001_000004, GCsum-w4, 4, 0.3052, 0.100000, 70.000000
000001_000004, GCsum-w4, 5, 0.7735, 0.100000, 70.000000
000001_000004, GCsum-w4, 6, 0.8579, 0.100000, 70.000000
000001_000004, GCsum-w4, 7, 0.7919, 0.100000, 70.000000
000001_000004, GCsum-w4, 8, 0.8359, 0.100000, 70.000000
000001_000004, GCsum-w4, 9, 0.8622, 0.100000, 70.000000
000001_000004, GCsum-w4, 10, 0.8922, 0.100000, 70.000000
000001_000004, GCsum-w4, 11, 0.8933, 0.100000, 70.000000
000001_000004, GCsum-w4, 12, 0.9195, 0.100000, 70.000000
000001_000004, GCsum-w4, 13, 0.9200, 0.100000, 70.000000
000001_000004, GCsum-w4, 14, 0.9236, 0.100000, 70.000000
000001_000004, GCsum-w4, 15, 0.9447, 0.100000, 70.000000
000001_000004, GCsum-w4, 16, 0.9506, 0.100000, 70.000000
000001_000004, GCmax-DT-w6, 1, 0.0000, -1.000000, -1.000000
000001_000004, GCmax-DT-w6, 2, 0.2233, 0.200000, -1.000000
000001_000004, GCmax-DT-w6, 3, 0.2199, 0.200000, -1.000000
000001_000004, GCmax-DT-w6, 4, 0.4038, 0.200000, -1.000000
000001_000004, GCmax-DT-w6, 5, 0.4785, 0.200000, -1.000000
000001_000004, GCmax-DT-w6, 6, 0.6393, 0.200000, -1.000000
000001_000004, GCmax-DT-w6, 7, 0.6787, 0.200000, -1.000000
000001_000004, GCmax-DT-w6, 8, 0.7890, 0.200000, -1.000000
000001_000004, GCmax-DT-w6, 9, 0.8285, 0.200000, -1.000000
000001_000004, GCmax-DT-w6, 10, 0.8517, 0.200000, -1.000000
000001_000004, GCmax-DT-w6, 11, 0.8410, 0.200000, -1.000000
000001_000004, GCmax-DT-w6, 12, 0.8501, 0.200000, -1.000000
000001_000004, GCmax-DT-w6, 13, 0.8979, 0.200000, -1.000000
000001_000004, GCmax-DT-w6, 14, 0.4928, 0.200000, -1.000000
000001_000004, GCmax-DT-w6, 15, 0.8729, 0.200000, -1.000000
000001_000004, GCmax-DT-w6, 16, 0.8937, 0.200000, -1.000000
000001_000004, GCmax-DT-w10, 1, 0.0000, -1.000000, -1.000000
000001_000004, GCmax-DT-w10, 2, 0.2233, 0.100000, -1.000000
000001_000004, GCmax-DT-w10, 3, 0.5369, 0.100000, -1.000000
000001_000004, GCmax-DT-w10, 4, 0.7304, 0.100000, -1.000000
000001_000004, GCmax-DT-w10, 5, 0.6662, 0.100000, -1.000000
000001_000004, GCmax-DT-w10, 6, 0.8337, 0.100000, -1.000000
000001_000004, GCmax-DT-w10, 7, 0.8638, 0.100000, -1.000000
000001_000004, GCmax-DT-w10, 8, 0.8306, 0.100000, -1.000000
000001_000004, GCmax-DT-w10, 9, 0.8672, 0.100000, -1.000000
000001_000004, GCmax-DT-w10, 10, 0.8997, 0.100000, -1.000000
000001_000004, GCmax-DT-w10, 11, 0.9383, 0.100000, -1.000000
000001_000004, GCmax-DT-w10, 12, 0.9348, 0.100000, -1.000000
000001_000004, GCmax-DT-w10, 13, 0.8804, 0.100000, -1.000000
000001_000004, GCmax-DT-w10, 14, 0.9459, 0.100000, -1.000000
000001_000004, GCmax-DT-w10, 15, 0.9015, 0.100000, -1.000000
000001_000004, GCmax-DT-w10, 16, 0.9229, 0.100000, -1.000000
000001_000004, GCmax-DT-w7, 1, 0.0000, -1.000000, -1.000000
000001_000004, GCmax-DT-w7, 2, 0.2233, -1.000000, -1.000000
000001_000004, GCmax-DT-w7, 3, 0.2186, -1.000000, -1.000000
000001_000004, GCmax-DT-w7, 4, 0.4338, -1.000000, -1.000000
000001_000004, GCmax-DT-w7, 5, 0.4655, -1.000000, -1.000000
000001_000004, GCmax-DT-w7, 6, 0.5551, -1.000000, -1.000000
000001_000004, GCmax-DT-w7, 7, 0.6573, -1.000000, -1.000000
000001_000004, GCmax-DT-w7, 8, 0.7771, -1.000000, -1.000000
000001_000004, GCmax-DT-w7, 9, 0.8146, -1.000000, -1.000000
000001_000004, GCmax-DT-w7, 10, 0.8391, -1.000000, -1.000000
000001_000004, GCmax-DT-w7, 11, 0.8654, -1.000000, -1.000000
000001_000004, GCmax-DT-w7, 12, 0.6965, -1.000000, -1.000000
000001_000004, GCmax-DT-w7, 13, 0.8130, -1.000000, -1.000000
000001_000004, GCmax-DT-w7, 14, 0.8349, -1.000000, -1.000000
000001_000004, GCmax-DT-w7, 15, 0.8587, -1.000000, -1.000000
000001_000004, GCmax-DT-w7, 16, 0.8878, -1.000000, -1.000000
000001_000004, GCmax-DT-w11, 1, 0.0000, -1.000000, -1.000000
000001_000004, GCmax-DT-w11, 2, 0.2233, -1.000000, -1.000000
000001_000004, GCmax-DT-w11, 3, 0.2368, -1.000000, -1.000000
000001_000004, GCmax-DT-w11, 4, 0.5854, -1.000000, -1.000000
000001_000004, GCmax-DT-w11, 5, 0.7096, -1.000000, -1.000000
000001_000004, GCmax-DT-w11, 6, 0.8668, -1.000000, -1.000000
000001_000004, GCmax-DT-w11, 7, 0.7652, -1.000000, -1.000000
000001_000004, GCmax-DT-w11, 8, 0.7964, -1.000000, -1.000000
000001_000004, GCmax-DT-w11, 9, 0.8333, -1.000000, -1.000000
000001_000004, GCmax-DT-w11, 10, 0.8622, -1.000000, -1.000000
000001_000004, GCmax-DT-w11, 11, 0.5412, -1.000000, -1.000000
000001_000004, GCmax-DT-w11, 12, 0.8192, -1.000000, -1.000000
000001_000004, GCmax-DT-w11, 13, 0.8941, -1.000000, -1.000000
000001_000004, GCmax-DT-w11, 14, 0.9117, -1.000000, -1.000000
000001_000004, GCmax-DT-w11, 15, 0.9463, -1.000000, -1.000000
000001_000004, GCmax-DT-w11, 16, 0.9405, -1.000000, -1.000000
000001_000004, GCmax-DT-w8, 1, 0.0000, -1.000000, -1.000000
000001_000004, GCmax-DT-w8, 2, 0.2233, 0.200000, -1.000000
000001_000004, GCmax-DT-w8, 3, 0.4461, 0.200000, -1.000000
000001_000004, GCmax-DT-w8, 4, 0.4791, 0.200000, -1.000000
000001_000004, GCmax-DT-w8, 5, 0.5802, 0.200000, -1.000000
000001_000004, GCmax-DT-w8, 6, 0.7032, 0.200000, -1.000000
000001_000004, GCmax-DT-w8, 7, 0.8252, 0.200000, -1.000000
000001_000004, GCmax-DT-w8, 8, 0.3522, 0.200000, -1.000000
000001_000004, GCmax-DT-w8, 9, 0.7954, 0.200000, -1.000000
000001_000004, GCmax-DT-w8, 10, 0.8317, 0.200000, -1.000000
000001_000004, GCmax-DT-w8, 11, 0.8671, 0.200000, -1.000000
000001_000004, GCmax-DT-w8, 12, 0.8569, 0.200000, -1.000000
000001_000004, GCmax-DT-w8, 13, 0.8742, 0.200000, -1.000000
000001_000004, GCmax-DT-w8, 14, 0.8875, 0.200000, -1.000000
000001_000004, GCmax-DT-w8, 15, 0.9002, 0.200000, -1.000000
000001_000004, GCmax-DT-w8, 16, 0.9178, 0.200000, -1.000000
000001_000004, GCmax-DT-w12, 1, 0.0000, -1.000000, -1.000000
000001_000004, GCmax-DT-w12, 2, 0.2233, 0.100000, -1.000000
000001_000004, GCmax-DT-w12, 3, 0.4586, 0.100000, -1.000000
000001_000004, GCmax-DT-w12, 4, 0.7163, 0.100000, -1.000000
000001_000004, GCmax-DT-w12, 5, 0.5880, 0.100000, -1.000000
000001_000004, GCmax-DT-w12, 6, 0.8423, 0.100000, -1.000000
000001_000004, GCmax-DT-w12, 7, 0.8568, 0.100000, -1.000000
000001_000004, GCmax-DT-w12, 8, 0.8438, 0.100000, -1.000000
000001_000004, GCmax-DT-w12, 9, 0.5258, 0.100000, -1.000000
000001_000004, GCmax-DT-w12, 10, 0.8857, 0.100000, -1.000000
000001_000004, GCmax-DT-w12, 11, 0.8635, 0.100000, -1.000000
000001_000004, GCmax-DT-w12, 12, 0.8562, 0.100000, -1.000000
000001_000004, GCmax-DT-w12, 13, 0.7994, 0.100000, -1.000000
000001_000004, GCmax-DT-w12, 14, 0.8693, 0.100000, -1.000000
000001_000004, GCmax-DT-w12, 15, 0.8911, 0.100000, -1.000000
000001_000004, GCmax-DT-w12, 16, 0.8993, 0.100000, -1.000000
000001_000005, GCmax-w1, 1, 0.0000, -1.000000, -1.000000
000001_000005, GCmax-w1, 2, 0.6145, -1.000000, -1.000000
000001_000005, GCmax-w1, 3, 0.3627, -1.000000, -1.000000
000001_000005, GCmax-w1, 4, 0.3651, -1.000000, -1.000000
000001_000005, GCmax-w1, 5, 0.7050, -1.000000, -1.000000
000001_000005, GCmax-w1, 6, 0.6530, -1.000000, -1.000000
000001_000005, GCmax-w1, 7, 0.7504, -1.000000, -1.000000
000001_000005, GCmax-w1, 8, 0.8305, -1.000000, -1.000000
000001_000005, GCmax-w1, 9, 0.8550, -1.000000, -1.000000
000001_000005, GCmax-w1, 10, 0.8855, -1.000000, -1.000000
000001_000005, GCmax-w1, 11, 0.9203, -1.000000, -1.000000
000001_000005, GCmax-w1, 12, 0.9206, -1.000000, -1.000000
000001_000005, GCmax-w1, 13, 0.9274, -1.000000, -1.000000
000001_000005, GCmax-w1, 14, 0.8778, -1.000000, -1.000000
000001_000005, GCmax-w1, 15, 0.9432, -1.000000, -1.000000
000001_000005, GCmax-w1, 16, 0.9456, -1.000000, -1.000000
000001_000005, GCsum-w3, 1, 0.0000, -1.000000, -1.000000
000001_000005, GCsum-w3, 2, 0.6145, -1.000000, -1.000000
000001_000005, GCsum-w3, 3, 0.3139, -1.000000, -1.000000
000001_000005, GCsum-w3, 4, 0.3140, -1.000000, -1.000000
000001_000005, GCsum-w3, 5, 0.7836, -1.000000, -1.000000
000001_000005, GCsum-w3, 6, 0.7836, -1.000000, -1.000000
000001_000005, GCsum-w3, 7, 0.7837, -1.000000, -1.000000
000001_000005, GCsum-w3, 8, 0.7949, -1.000000, -1.000000
000001_000005, GCsum-w3, 9, 0.7951, -1.000000, -1.000000
000001_000005, GCsum-w3, 10, 0.8622, -1.000000, -1.000000
000001_000005, GCsum-w3, 11, 0.9090, -1.000000, -1.000000
000001_000005, GCsum-w3, 12, 0.7420, -1.000000, -1.000000
000001_000005, GCsum-w3, 13, 0.8767, -1.000000, -1.000000
000001_000005, GCsum-w3, 14, 0.9219, -1.000000, -1.000000
000001_000005, GCsum-w3, 15, 0.9241, -1.000000, -1.000000
000001_000005, GCsum-w3, 16, 0.9242, -1.000000, -1.000000
000001_000005, GCmax-DT-w5, 1, 0.0000, -1.000000, -1.000000
000001_000005, GCmax-DT-w5, 2, 0.6145, -1.000000, -1.000000
000001_000005, GCmax-DT-w5, 3, 0.4966, -1.000000, -1.000000
000001_000005, GCmax-DT-w5, 4, 0.6523, -1.000000, -1.000000
000001_000005, GCmax-DT-w5, 5, 0.7949, -1.000000, -1.000000
000001_000005, GCmax-DT-w5, 6, 0.8145, -1.000000, -1.000000
000001_000005, GCmax-DT-w5, 7, 0.8728, -1.000000, -1.000000
000001_000005, GCmax-DT-w5, 8, 0.8842, -1.000000, -1.000000
000001_000005, GCmax-DT-w5, 9, 0.9185, -1.000000, -1.000000
000001_000005, GCmax-DT-w5, 10, 0.9318, -1.000000, -1.000000
000001_000005, GCmax-DT-w5, 11, 0.9525, -1.000000, -1.000000
000001_000005, GCmax-DT-w5, 12, 0.9686, -1.000000, -1.000000
000001_000005, GCmax-DT-w5, 13, 0.9759, -1.000000, -1.000000
000001_000005, GCmax-DT-w5, 14, 0.9801, -1.000000, -1.000000
000001_000005, GCmax-DT-w5, 15, 0.9733, -1.000000, -1.000000
000001_000005, GCmax-DT-w5, 16, 0.9798, -1.000000, -1.000000
000001_000005, GCmax-DT-w9, 1, 0.0000, -1.000000, -1.000000
000001_000005, GCmax-DT-w9, 2, 0.6145, -1.000000, -1.000000
000001_000005, GCmax-DT-w9, 3, 0.5213, -1.000000, -1.000000
000001_000005, GCmax-DT-w9, 4, 0.7464, -1.000000, -1.000000
000001_000005, GCmax-DT-w9, 5, 0.8989, -1.000000, -1.000000
000001_000005, GCmax-DT-w9, 6, 0.9660, -1.000000, -1.000000
000001_000005, GCmax-DT-w9, 7, 0.9798, -1.000000, -1.000000
000001_000005, GCmax-DT-w9, 8, 0.9214, -1.000000, -1.000000
000001_000005, GCmax-DT-w9, 9, 0.9718, -1.000000, -1.000000
000001_000005, GCmax-DT-w9, 10, 0.9769, -1.000000, -1.000000
000001_000005, GCmax-DT-w9, 11, 0.9797, -1.000000, -1.000000
000001_000005, GCmax-DT-w9, 12, 0.8876, -1.000000, -1.000000
000001_000005, GCmax-DT-w9, 13, 0.9826, -1.000000, -1.000000
000001_000005, GCmax-DT-w9, 14, 0.9864, -1.000000, -1.000000
000001_000005, GCmax-w2, 1, 0.0000, -1.000000, -1.000000
000001_000005, GCmax-w2, 2, 0.6145, 0.250000, -1.000000
000001_000005, GCmax-w2, 3, 0.3728, 0.250000, -1.000000
000001_000005, GCmax-w2, 4, 0.5183, 0.250000, -1.000000
000001_000005, GCmax-w2, 5, 0.5574, 0.250000, -1.000000
000001_000005, GCmax-w2, 6, 0.8443, 0.250000, -1.000000
000001_000005, GCmax-w2, 7, 0.8621, 0.250000, -1.000000
000001_000005, GCmax-w2, 8, 0.8641, 0.250000, -1.000000
000001_000005, GCmax-w2, 9, 0.7330, 0.250000, -1.000000
000001_000005, GCmax-w2, 10, 0.8704, 0.250000, -1.000000
000001_000005, GCmax-w2, 11, 0.9084, 0.250000, -1.000000
000001_000005, GCmax-w2, 12, 0.9222, 0.250000, -1.000000
000001_000005, GCmax-w2, 13, 0.9272, 0.250000, -1.000000
000001_000005, GCmax-w2, 14, 0.9379, 0.250000, -1.000000
000001_000005, GCmax-w2, 15, 0.9448, 0.250000, -1.000000
000001_000005, GCmax-w2, 16, 0.9482, 0.250000, -1.000000
000001_000005, GCsum-w4, 1, 0.0000, -1.000000, -1.000000
000001_000005, GCsum-w4, 2, 0.6145, 0.100000, 70.000000
000001_000005, GCsum-w4, 3, 0.3618, 0.100000, 70.000000
000001_000005, GCsum-w4, 4, 0.3628, 0.100000, 70.000000
000001_000005, GCsum-w4, 5, 0.5764, 0.100000, 70.000000
000001_000005, GCsum-w4, 6, 0.5766, 0.100000, 70.000000
000001_000005, GCsum-w4, 7, 0.5768, 0.100000, 70.000000
000001_000005, GCsum-w4, 8, 0.6997, 0.100000, 70.000000
000001_000005, GCsum-w4, 9, 0.7888, 0.100000, 70.000000
000001_000005, GCsum-w4, 10, 0.7890, 0.100000, 70.000000
000001_000005, GCsum-w4, 11, 0.7892, 0.100000, 70.000000
000001_000005, GCsum-w4, 12, 0.7904, 0.100000, 70.000000
000001_000005, GCsum-w4, 13, 0.8169, 0.100000, 70.000000
000001_000005, GCsum-w4, 14, 0.8325, 0.100000, 70.000000
000001_000005, GCsum-w4, 15, 0.8603, 0.100000, 70.000000
000001_000005, GCsum-w4, 16, 0.8973, 0.100000, 70.000000
000001_000005, GCmax-DT-w6, 1, 0.0000, -1.000000, -1.000000
000001_000005, GCmax-DT-w6, 2, 0.6145, 0.200000, -1.000000
000001_000005, GCmax-DT-w6, 3, 0.5415, 0.200000, -1.000000
000001_000005, GCmax-DT-w6, 4, 0.6662, 0.200000, -1.000000
000001_000005, GCmax-DT-w6, 5, 0.8116, 0.200000, -1.000000
000001_000005, GCmax-DT-w6, 6, 0.8344, 0.200000, -1.000000
000001_000005, GCmax-DT-w6, 7, 0.8262, 0.200000, -1.000000
000001_000005, GCmax-DT-w6, 8, 0.8875, 0.200000, -1.000000
000001_000005, GCmax-DT-w6, 9, 0.9260, 0.200000, -1.000000
000001_000005, GCmax-DT-w6, 10, 0.9504, 0.200000, -1.000000
000001_000005, GCmax-DT-w6, 11, 0.9615, 0.200000, -1.000000
000001_000005, GCmax-DT-w6, 12, 0.9692, 0.200000, -1.000000
000001_000005, GCmax-DT-w6, 13, 0.9752, 0.200000, -1.000000
000001_000005, GCmax-DT-w6, 14, 0.9762, 0.200000, -1.000000
000001_000005, GCmax-DT-w6, 15, 0.9778, 0.200000, -1.000000
000001_000005, GCmax-DT-w6, 16, 0.9800, 0.200000, -1.000000
000001_000005, GCmax-DT-w10, 1, 0.0000, -1.000000, -1.000000
000001_000005, GCmax-DT-w10, 2, 0.6145, 0.100000, -1.000000
000001_000005, GCmax-DT-w10, 3, 0.5482, 0.100000, -1.000000
000001_000005, GCmax-DT-w10, 4, 0.7348, 0.100000, -1.000000
000001_000005, GCmax-DT-w10, 5, 0.9047, 0.100000, -1.000000
000001_000005, GCmax-DT-w10, 6, 0.9292, 0.100000, -1.000000
000001_000005, GCmax-DT-w10, 7, 0.9829, 0.100000, -1.000000
000001_000005, GCmax-DT-w10, 8, 0.9351, 0.100000, -1.000000
000001_000005, GCmax-DT-w10, 9, 0.9474, 0.100000, -1.000000
000001_000005, GCmax-DT-w10, 10, 0.9728, 0.100000, -1.000000
000001_000005, GCmax-DT-w10, 11, 0.9401, 0.100000, -1.000000
000001_000005, GCmax-DT-w10, 12, 0.9571, 0.100000, -1.000000
000001_000005, GCmax-DT-w10, 13, 0.9712, 0.100000, -1.000000
000001_000005, GCmax-DT-w10, 14, 0.9758, 0.100000, -1.000000
000001_000005, GCmax-DT-w10, 15, 0.9789, 0.100000, -1.000000
000001_000005, GCmax-DT-w10, 16, 0.9645, 0.100000, -1.000000
000001_000005, GCmax-DT-w7, 1, 0.0000, -1.000000, -1.000000
000001_000005, GCmax-DT-w7, 2, 0.6145, -1.000000, -1.000000
000001_000005, GCmax-DT-w7, 3, 0.4968, -1.000000, -1.000000
000001_000005, GCmax-DT-w7, 4, 0.6664, -1.000000, -1.000000
000001_000005, GCmax-DT-w7, 5, 0.7699, -1.000000, -1.000000
000001_000005, GCmax-DT-w7, 6, 0.8139, -1.000000, -1.000000
000001_000005, GCmax-DT-w7, 7, 0.8752, -1.000000, -1.000000
000001_000005, GCmax-DT-w7, 8, 0.8868, -1.000000, -1.000000
000001_000005, GCmax-DT-w7, 9, 0.9208, -1.000000, -1.000000
000001_000005, GCmax-DT-w7, 10, 0.9337, -1.000000, -1.000000
000001_000005, GCmax-DT-w7, 11, 0.9543, -1.000000, -1.000000
000001_000005, GCmax-DT-w7, 12, 0.9477, -1.000000, -1.000000
000001_000005, GCmax-DT-w7, 13, 0.9605, -1.000000, -1.000000
000001_000005, GCmax-DT-w7, 14, 0.9678, -1.000000, -1.000000
000001_000005, GCmax-DT-w7, 15, 0.9754, -1.000000, -1.000000
000001_000005, GCmax-DT-w7, 16, 0.9798, -1.000000, -1.000000
000001_000005, GCmax-DT-w11, 1, 0.0000, -1.000000, -1.000000
000001_000005, GCmax-DT-w11, 2, 0.6145, -1.000000, -1.000000
000001_000005, GCmax-DT-w11, 3, 0.4919, -1.000000, -1.000000
000001_000005, GCmax-DT-w11, 4, 0.6982, -1.000000, -1.000000
000001_000005, GCmax-DT-w11, 5, 0.8726, -1.000000, -1.000000
000001_000005, GCmax-DT-w11, 6, 0.9642, -1.000000, -1.000000
000001_000005, GCmax-DT-w11, 7, 0.9755, -1.000000, -1.000000
000001_000005, GCmax-DT-w11, 8, 0.9231, -1.000000, -1.000000
000001_000005, GCmax-DT-w11, 9, 0.9741, -1.000000, -1.000000
000001_000005, GCmax-DT-w11, 10, 0.9802, -1.000000, -1.000000
000001_000005, GCmax-DT-w11, 11, 0.9752, -1.000000, -1.000000
000001_000005, GCmax-DT-w11, 12, 0.9842, -1.000000, -1.000000
000001_000005, GCmax-DT-w11, 13, 0.9833, -1.000000, -1.000000
000001_000005, GCmax-DT-w11, 14, 0.9841, -1.000000, -1.000000
000001_000005, GCmax-DT-w11, 15, 0.9858, -1.000000, -1.000000
000001_000005, GCmax-DT-w11, 16, 0.9879, -1.000000, -1.000000
000001_000005, GCmax-DT-w8, 1, 0.0000, -1.000000, -1.000000
000001_000005, GCmax-DT-w8, 2, 0.6145, 0.200000, -1.000000
000001_000005, GCmax-DT-w8, 3, 0.5415, 0.200000, -1.000000
000001_000005, GCmax-DT-w8, 4, 0.6663, 0.200000, -1.000000
000001_000005, GCmax-DT-w8, 5, 0.8115, 0.200000, -1.000000
000001_000005, GCmax-DT-w8, 6, 0.8396, 0.200000, -1.000000
000001_000005, GCmax-DT-w8, 7, 0.8381, 0.200000, -1.000000
000001_000005, GCmax-DT-w8, 8, 0.8874, 0.200000, -1.000000
000001_000005, GCmax-DT-w8, 9, 0.9258, 0.200000, -1.000000
000001_000005, GCmax-DT-w8, 10, 0.9378, 0.200000, -1.000000
000001_000005, GCmax-DT-w8, 11, 0.9617, 0.200000, -1.000000
000001_000005, GCmax-DT-w8, 12, 0.9693, 0.200000, -1.000000
000001_000005, GCmax-DT-w8, 13, 0.9756, 0.200000, -1.000000
000001_000005, GCmax-DT-w8, 14, 0.9762, 0.200000, -1.000000
000001_000005, GCmax-DT-w8, 15, 0.9777, 0.200000, -1.000000
000001_000005, GCmax-DT-w8, 16, 0.9799, 0.200000, -1.000000
000001_000005, GCmax-DT-w12, 1, 0.0000, -1.000000, -1.000000
000001_000005, GCmax-DT-w12, 2, 0.6145, 0.100000, -1.000000
000001_000005, GCmax-DT-w12, 3, 0.5259, 0.100000, -1.000000
000001_000005, GCmax-DT-w12, 4, 0.7359, 0.100000, -1.000000
000001_000005, GCmax-DT-w12, 5, 0.9011, 0.100000, -1.000000
000001_000005, GCmax-DT-w12, 6, 0.9276, 0.100000, -1.000000
000001_000005, GCmax-DT-w12, 7, 0.9831, 0.100000, -1.000000
000001_000005, GCmax-DT-w12, 8, 0.9681, 0.100000, -1.000000
000001_000005, GCmax-DT-w12, 9, 0.9682, 0.100000, -1.000000
000001_000005, GCmax-DT-w12, 10, 0.9643, 0.100000, -1.000000
000001_000005, GCmax-DT-w12, 11, 0.9694, 0.100000, -1.000000
000001_000005, GCmax-DT-w12, 12, 0.9719, 0.100000, -1.000000
000001_000005, GCmax-DT-w12, 13, 0.9662, 0.100000, -1.000000
000001_000005, GCmax-DT-w12, 14, 0.9796, 0.100000, -1.000000
000001_000005, GCmax-DT-w12, 15, 0.9831, 0.100000, -1.000000
000001_000005, GCmax-DT-w12, 16, 0.9836, 0.100000, -1.000000
000001_000006, GCmax-w1, 1, 0.0000, -1.000000, -1.000000
000001_000006, GCmax-w1, 2, 0.7071, -1.000000, -1.000000
000001_000006, GCmax-w1, 3, 0.9511, -1.000000, -1.000000
000001_000006, GCmax-w1, 4, 0.8800, -1.000000, -1.000000
000001_000006, GCmax-w1, 5, 0.9556, -1.000000, -1.000000
000001_000006, GCmax-w1, 6, 0.9558, -1.000000, -1.000000
000001_000006, GCmax-w1, 7, 0.9666, -1.000000, -1.000000
000001_000006, GCmax-w1, 8, 0.9682, -1.000000, -1.000000
000001_000006, GCmax-w1, 9, 0.9798, -1.000000, -1.000000
000001_000006, GCmax-w1, 10, 0.9844, -1.000000, -1.000000
000001_000006, GCmax-w1, 11, 0.9847, -1.000000, -1.000000
000001_000006, GCmax-w1, 12, 0.9769, -1.000000, -1.000000
000001_000006, GCmax-w1, 13, 0.9786, -1.000000, -1.000000
000001_000006, GCmax-w1, 14, 0.9876, -1.000000, -1.000000
000001_000006, GCmax-w1, 15, 0.9892, -1.000000, -1.000000
000001_000006, GCmax-w1, 16, 0.9905, -1.000000, -1.000000
000001_000006, GCsum-w3, 1, 0.0000, -1.000000, -1.000000
000001_000006, GCsum-w3, 2, 0.7071, -1.000000, -1.000000
000001_000006, GCsum-w3, 3, 0.9525, -1.000000, -1.000000
000001_000006, GCsum-w3, 4, 0.0291, -1.000000, -1.000000
000001_000006, GCsum-w3, 5, 0.6166, -1.000000, -1.000000
000001_000006, GCsum-w3, 6, 0.6388, -1.000000, -1.000000
000001_000006, GCsum-w3, 7, 0.6388, -1.000000, -1.000000
000001_000006, GCsum-w3, 8, 0.9370, -1.000000, -1.000000
000001_000006, GCsum-w3, 9, 0.9371, -1.000000, -1.000000
000001_000006, GCsum-w3, 10, 0.9371, -1.000000, -1.000000
000001_000006, GCsum-w3, 11, 0.9394, -1.000000, -1.000000
000001_000006, GCsum-w3, 12, 0.9636, -1.000000, -1.000000
000001_000006, GCsum-w3, 13, 0.9534, -1.000000, -1.000000
000001_000006, GCsum-w3, 14, 0.9636, -1.000000, -1.000000
000001_000006, GCsum-w3, 15, 0.9538, -1.000000, -1.000000
000001_000006, GCsum-w3, 16, 0.9670, -1.000000, -1.000000
000001_000006, GCmax-DT-w5, 1, 0.0000, -1.000000, -1.000000
000001_000006, GCmax-DT-w5, 2, 0.7071, -1.000000, -1.000000
000001_000006, GCmax-DT-w5, 3, 0.8911, -1.000000, -1.000000
000001_000006, GCmax-DT-w5, 4, 0.9252, -1.000000, -1.000000
000001_000006, GCmax-DT-w5, 5, 0.9482, -1.000000, -1.000000
000001_000006, GCmax-DT-w5, 6, 0.9684, -1.000000, -1.000000
000001_000006, GCmax-DT-w5, 7, 0.9849, -1.000000, -1.000000
000001_000006, GCmax-DT-w5, 8, 0.9650, -1.000000, -1.000000
000001_000006, GCmax-DT-w5, 9, 0.9735, -1.000000, -1.000000
000001_000006, GCmax-DT-w5, 10, 0.9862, -1.000000, -1.000000
000001_000006, GCmax-DT-w5, 11, 0.9895, -1.000000, -1.000000
000001_000006, GCmax-DT-w5, 12, 0.9906, -1.000000, -1.000000
000001_000006, GCmax-DT-w9, 1, 0.0000, -1.000000, -1.000000
000001_000006, GCmax-DT-w9, 2, 0.7071, -1.000000, -1.000000
000001_000006, GCmax-DT-w9, 3, 0.9488, -1.000000, -1.000000
000001_000006, GCmax-DT-w9, 4, 0.6616, -1.000000, -1.000000
000001_000006, GCmax-DT-w9, 5, 0.9722, -1.000000, -1.000000
000001_000006, GCmax-DT-w9, 6, 0.9900, -1.000000, -1.000000
000001_000006, GCmax-DT-w9, 7, 0.9300, -1.000000, -1.000000
000001_000006, GCmax-DT-w9, 8, 0.9695, -1.000000, -1.000000
000001_000006, GCmax-DT-w9, 9, 0.9765, -1.000000, -1.000000
000001_000006, GCmax-DT-w9, 10, 0.9814, -1.000000, -1.000000
000001_000006, GCmax-DT-w9, 11, 0.9902, -1.000000, -1.000000
000001_000006, GCmax-w2, 1, 0.0000, -1.000000, -1.000000
000001_000006, GCmax-w2, 2, 0.7071, 0.250000, -1.000000
000001_000006, GCmax-w2, 3, 0.9515, 0.250000, -1.000000
000001_000006, GCmax-w2, 4, 0.8448, 0.250000, -1.000000
000001_000006, GCmax-w2, 5, 0.9639, 0.250000, -1.000000
000001_000006, GCmax-w2, 6, 0.9675, 0.250000, -1.000000
000001_000006, GCmax-w2, 7, 0.9688, 0.250000, -1.000000
000001_000006, GCmax-w2, 8, 0.9789, 0.250000, -1.000000
000001_000006, GCmax-w2, 9, 0.9852, 0.250000, -1.000000
000001_000006, GCmax-w2, 10, 0.9875, 0.250000, -1.000000
000001_000006, GCmax-w2, 11, 0.9806, 0.250000, -1.000000
000001_000006, GCmax-w2, 12, 0.9798, 0.250000, -1.000000
000001_000006, GCmax-w2, 13, 0.9816, 0.250000, -1.000000
000001_000006, GCmax-w2, 14, 0.9882, 0.250000, -1.000000
000001_000006, GCmax-w2, 15, 0.9902, 0.250000, -1.000000
000001_000006, GCsum-w4, 1, 0.0000, -1.000000, -1.000000
000001_000006, GCsum-w4, 2, 0.7071, 0.100000, 70.000000
000001_000006, GCsum-w4, 3, 0.9517, 0.100000, 70.000000
000001_000006, GCsum-w4, 4, 0.0194, 0.100000, 70.000000
000001_000006, GCsum-w4, 5, 0.6115, 0.100000, 70.000000
000001_000006, GCsum-w4, 6, 0.9374, 0.100000, 70.000000
000001_000006, GCsum-w4, 7, 0.9520, 0.100000, 70.000000
000001_000006, GCsum-w4, 8, 0.9756, 0.100000, 70.000000
000001_000006, GCsum-w4, 9, 0.9682, 0.100000, 70.000000
